'昆山深化两岸产业合作试验区条例',江苏省人民代表大会常务委员会,2020-11-27,现行有效,地方性法规及文件
'苏州市人民代表大会常务委员会关于修改《苏州国家高新技术产业开发区条例》的决定',苏州市人民代表大会常务委员会,2011-01-28,现行有效,地方性法规及文件
'苏州国家高新技术产业开发区条例',苏州市人民代表大会常务委员会,2011-01-28,现行有效,地方性法规及文件
'江苏省软件产业促进条例',江苏省人民代表大会常务委员会,2007-05-30,现行有效,地方性法规及文件
'关于印发《六合现代农业产业园区(竹镇镇)领导干部谈心谈话办法》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-05-04,现行有效,团体规定
'关于印发《六合现代农业产业园区(竹镇镇)党政联席会议议事规则》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,团体规定
'关于印发《六合现代农业产业园区(竹镇镇)“三重一大”事项议事规则》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,团体规定
'关于印发《六合现代农业产业园区(竹镇镇)主任(镇长)办公(扩大)会议事规则(试行)》的通知',中共南京市六合区委六合现代农业产业园区工作委员会;中共南京市六合区竹镇镇委员会,2015-03-09,现行有效,团体规定
'关于印发《江北新区(自贸区)促进区块链产业发展若干政策措施》的通知',南京市江北新区管理委员会,2020-05-30,现行有效,地方政府规章及文件
'省人力资源社会保障厅关于开展化工产业保留生产企业依法用工专项行动的通知',江苏省人力资源和社会保障厅,2020-04-10,现行有效,地方政府规章及文件
'关于印发《中国(江苏)自由贸易试验区连云港片区产业发展资金管理办法》等政策的通知',中国（江苏）自由贸易试验区连云港片区工作领导小组办公室;中国（江苏）自由贸易试验区连云港片区管理委员会,2020-04-02,现行有效,地方政府规章及文件
'省政府关于促进乡村产业振兴推动农村一二三产业融合发展走在前列的意见',江苏省人民政府,2020-02-24,现行有效,地方政府规章及文件
'南京江北新区关于进一步深化绿色金融创新促进绿色产业高质量发展的实施意见(试行)',南京市江北新区管理委员会财政局,2020,现行有效,地方政府规章及文件
'市政府关于进一步完善徐州市产业发展基金运作管理机制的通知',徐州市人民政府,2019-10-17,现行有效,地方政府规章及文件
'省政府办公厅关于稳定生猪生产保障市场供应推动生猪产业高质量发展的实施意见',江苏省人民政府办公厅,2019-10-02,现行有效,地方政府规章及文件
'市政府办公室关于印发支持徐州市循环经济产业园建设发展优惠政策的通知',徐州市人民政府办公室,2019-08-28,现行有效,地方政府规章及文件
'市政府办公室关于印发徐州市促进安全产业发展实施方案的通知',徐州市人民政府办公室,2019-05-21,现行有效,地方政府规章及文件
'省政府办公厅关于推进农业高新技术产业示范区建设发展的实施意见',江苏省人民政府办公厅,2019-04-28,现行有效,地方政府规章及文件
'市政府办公室关于印发《2018年秋收秋种和2019年农业产业结构调整指导意见》的通知',徐州市人民政府办公室,2018-09-28,现行有效,地方政府规章及文件
'省政府办公厅印发关于促进科技与产业融合加快科技成果转化实施方案的通知',江苏省人民政府办公厅,2018-08-24,现行有效,地方政府规章及文件
'清丰县人民政府关于印发清丰县加快推进红薯产业发展实施意见的通知',濮阳市清丰县人民政府,2018-04-20,现行有效,地方政府规章及文件
'市政府关于印发《加快农业产业集群建设提升全市农业市场化水平实施方案》的通知',徐州市人民政府,2018-03-15,现行有效,地方政府规章及文件
'徐州市人民政府关于加快发展体育产业促进体育消费的实施意见',徐州市人民政府,2018-02-13,现行有效,地方政府规章及文件
'市政府办公室关于调整徐州市循环经济产业园区建设工作领导小组的通知',徐州市人民政府办公室,2017-08-31,现行有效,地方政府规章及文件
'镇江市人民政府关于印发镇江市重点产业链优化培育工作实施意见(2017—2019年)的通知',镇江市人民政府,2017-07-27,现行有效,地方政府规章及文件
'市政府办公室关于加快推进建筑产业现代化促进建筑产业转型升级的补充通知',徐州市人民政府办公室,2017-05-31,现行有效,地方政府规章及文件
'市政府办公室关于印发《徐州市建筑产业现代化“十三五”发展规划》的通知',徐州市人民政府办公室,2017-05-18,现行有效,地方政府规章及文件
'关于发布《江苏省高新技术产业统计分类目录》(2016年修订)的通知',江苏省科学技术厅;江苏省统计局,2017-01-24,现行有效,地方政府规章及文件
'关于公布江苏省第四批产业教授(兼职)名单的通知',江苏省人才工作领导小组办公室;江苏省教育厅;江苏省人力资源和社会保障厅;江苏省财政厅,2017-01-09,现行有效,地方政府规章及文件
'省人力资源社会保障厅关于同意筹建“江苏南通苏通人力资源服务产业园”的复函',江苏省人力资源和社会保障厅,2016-12-29,现行有效,地方政府规章及文件
'省人力资源社会保障厅关于同意在徐州高新技术产业开发区管理委员会等十三家区域类博士后创新实践基地增设25个分站的通知',江苏省人力资源和社会保障厅,2016-12-28,现行有效,地方政府规章及文件
