'河北省人民政府办公厅印发关于落实国务院《新时期促进集成电路产业和软件产业高质量发展的若干政策》工作方案的通知',河北省人民政府办公厅,2020-10-23,现行有效,地方政府规章及文件
'河北省人民政府关于促进高新技术产业开发区高质量发展的实施意见',河北省人民政府,2020-09-30,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于建立中日(天津)健康产业发展合作示范区建设市级联席会议制度的通知',天津市人民政府办公厅,2020-08-17,现行有效,地方政府规章及文件
'河北省人民政府办公厅印发关于支持被动式超低能耗建筑产业发展若干政策的通知',河北省人民政府办公厅,2020-07-27,现行有效,地方政府规章及文件
'关于加快推进中国(河北)自由贸易试验区正定片区重点产业高质量发展的若干政策措施(试行)',中国（河北）自由贸易试验区推进工作领导小组办公室,2020-03-31,现行有效,地方政府规章及文件
'河北省人民政府关于印发《河北省应急产业发展规划(2020-2025)》的通知',河北省人民政府,2020-03-19,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于印发天津市氢能产业发展行动方案(2020—2022年)的通知',天津市人民政府办公厅,2020-01-17,现行有效,地方政府规章及文件
'河北省科学技术厅关于印发《河北省省级产业技术研究院建设与运行管理办法》的通知',河北省科学技术厅,2019-12-30,现行有效,地方政府规章及文件
'河北省人民政府办公厅印发《关于支持生物医药产业高质量发展的若干政策》的通知',河北省人民政府办公厅,2019-11-25,现行有效,地方政府规章及文件
'河北省人民政府关于加快推进农业机械化和农机装备产业转型升级的实施意见',河北省人民政府,2019-09-12,现行有效,地方政府规章及文件
'河北省广播电视局印发《关于进一步规范电视剧内容管理推动电视剧产业健康繁荣发展的实施办法(试行)》的通知',河北省广播电视局,2019,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于印发天津市优化工业用地管理促进产业结构调整升级实施办法的通知',天津市人民政府办公厅,2018-12-06,现行有效,地方政府规章及文件
'河北省科学技术厅关于印发《河北省产业技术创新战略联盟建设管理办法》的通知',河北省科学技术厅,2018-11-22,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于印发天津市新能源产业发展三年行动计划(2018-2020年)的通知',天津市人民政府办公厅,2018-10-22,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于印发天津市新材料产业发展三年行动计划(2018-2020年)的通知',天津市人民政府办公厅,2018-10-22,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于印发天津市生物医药产业发展三年行动计划(2018—2020年)的通知',天津市人民政府办公厅,2018-10-22,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于印发天津市新一代人工智能产业发展三年行动计划(2018—2020年)的通知',天津市人民政府办公厅,2018-10-22,现行有效,地方政府规章及文件
'天津市人民政府办公厅关于加快产业技术研究院建设发展的若干意见',天津市人民政府办公厅,2018-08-27,现行有效,地方政府规章及文件
'市工业和信息化委关于印发天津市高档数控机床等六个产业发展三年行动方案(2018-2020年)的通知',天津市工业和信息化委员会,2018-07-06,现行有效,地方政府规章及文件
'市工业和信息化委关于印发航空航天产业发展等两个三年行动方案(2018-2020年)的通知',天津市工业和信息化委员会,2018-07-06,现行有效,地方政府规章及文件
'市工业和信息化委关于印发天津市落实汽车产业中长期发展规划实施方案的通知',天津市工业和信息化委员会;天津市发展和改革委员会;天津市科学技术委员会,2018-07-04,现行有效,地方政府规章及文件
'市工业和信息化委关于印发落实天津市加快推进智能科技产业发展若干政策实施细则的通知',天津市工业和信息化委员会,2018-06-20,现行有效,地方政府规章及文件
'市教委关于印发加快推进智能科技产业发展实施方案的通知',天津市教育委员会,2018-05-28,现行有效,地方政府规章及文件
'河北省科学技术厅关于印发《河北省省级产业技术研究院建设与运行绩效评估办法》的通知',河北省科学技术厅,2018-05-15,已失效,地方政府规章及文件
'天津市人民政府办公厅印发天津市关于加快推进智能科技产业发展若干政策的通知',天津市人民政府办公厅,2018-05-11,现行有效,地方政府规章及文件
