'广东省荔枝产业保护条例',广东省人民代表大会常务委员会,2017-01-13,现行有效,地方性法规及文件
'东莞市推动产业结构调整和转型升级实施“三旧”改造土地管理暂行办法',东莞市人民代表大会常务委员会,2009-03-10,现行有效,地方性法规及文件
'深圳市文化产业促进条例',深圳市人民代表大会常务委员会,2008-10-14,现行有效,地方性法规及文件
'广东省人民代表大会常务委员会关于批准《深圳市文化产业促进条例》的决定',广东省人民代表大会常务委员会,2008-09-26,现行有效,地方性法规及文件
'深圳经济特区高新技术产业园区条例',深圳市人民代表大会常务委员会,2006-10-16,现行有效,地方性法规及文件
'关于提高自主创新能力提升产业竞争力的决定',中共汕头市龙湖区委,2008,现行有效,团体规定
'关于做好沙糖桔产业灾后复产工作的通知',广东省沙糖桔协会,2008-02-21,现行有效,行业规定
'广东省人民政府办公厅关于印发《广东省推动化妆品产业高质量发展实施方案》的通知',广东省人民政府办公厅,2020-12-29,现行有效,地方政府规章及文件
'广东省人力资源和社会保障厅、广东省农业农村厅关于印发《农村电商产业园建设标准(试行)》《农村电商基层示范站建设标准(试行)》的通知',广东省人力资源和社会保障厅;广东省农业农村厅,2020-11-18,现行有效,地方政府规章及文件
'广州市人民政府办公厅关于大力发展装配式建筑加快推进建筑产业现代化的实施意见',广州市人民政府办公厅,2020-07-17,现行有效,地方政府规章及文件
'广东省人民政府关于培育发展战略性支柱产业集群和战略性新兴产业集群的意见',广东省人民政府,2020-05-18,现行有效,地方政府规章及文件
'广州市工业和信息化局关于印发《广州市推动区块链产业创新发展的实施意见(2020-2022年)》的通知',广州市工业和信息化局,2020-05-06,现行有效,地方政府规章及文件
'广东省人民政府关于加强生猪和生猪产品质量安全全程监管推进屠宰产业高质量发展的意见',广东省人民政府,2020-04-23,现行有效,地方政府规章及文件
'广州市人民政府关于印发广州市加快生物医药产业发展若干规定(修订)的通知',广州市人民政府,2020-02-22,现行有效,地方政府规章及文件
'广州市住房和城乡建设局关于加强写字楼和产业园区新冠肺炎疫情防控工作的通知',广州市住房和城乡建设局,2020-02-21,现行有效,地方政府规章及文件
'广东省人民政府办公厅关于印发广东省加快半导体及集成电路产业发展若干意见的通知',广东省人民政府办公厅,2020-02-03,现行有效,地方政府规章及文件
'广东省人民政府关于加快推进农业机械化和农机装备产业转型升级的实施意见',广东省人民政府,2019-12-29,现行有效,地方政府规章及文件
'广东省人民政府办公厅关于加快推进生猪家禽产业转型升级的意见',广东省人民政府办公厅,2019-12-24,现行有效,地方政府规章及文件
'广东省人民政府办公厅印发关于支持省级现代农业产业园建设政策措施的通知',广东省人民政府办公厅,2019-08-30,现行有效,地方政府规章及文件
'梅州市人民政府关于加快推动绿色产业发展的意见',梅州市人民政府,2019-06-03,现行有效,地方政府规章及文件
'广东省人民政府办公厅关于印发广东省加快5G产业发展行动计划(2019-2022年)的通知',广东省人民政府办公厅,2019-05-08,现行有效,地方政府规章及文件
'广东省人民政府办公厅关于印发广东省超高清视频产业发展行动计划(2019-2022年)的通知',广东省人民政府办公厅,2019-04-23,现行有效,地方政府规章及文件
'阳江市人民政府印发关于加快新能源汽车产业创新发展的实施方案的通知',阳江市人民政府,2019-04-08,现行有效,地方政府规章及文件
'广东省人民政府关于促进高新技术产业开发区高质量发展的意见',广东省人民政府,2019-03-18,现行有效,地方政府规章及文件
'横琴新区管委会办公室关于印发《横琴新区支持粤澳合作中医药科技产业园发展的专项措施》的通知',珠海市横琴新区管理委员会办公室,2019-03-12,现行有效,地方政府规章及文件
'广东省工业和信息化厅关于加快推进生物医药产业发展的实施意见',广东省工业和信息化厅,2019-03-06,现行有效,地方政府规章及文件
'广东省市场监督管理局、广东省工业和信息化厅、广东省广播电视局关于发布《广东省4K电视网络应用与产业标准体系规划与路线图(2018-2022年)》的通知',广东省市场监督管理局;广东省工业和信息化厅;广东省广播电视局,2019-01-17,现行有效,地方政府规章及文件
'韶关市人民政府办公室关于加快推进农业供给侧结构性改革大力发展粮食产业经济的实施意见',韶关市人民政府办公室,2019-01-08,现行有效,地方政府规章及文件
'梅州市人民政府办公室关于印发梅州市贯彻落实加快推进农业供给侧结构性改革大力发展粮食产业经济实施方案的通知',梅州市人民政府办公室,2018-12-30,现行有效,地方政府规章及文件
'广州市人民政府办公厅关于印发广州市加快超高清视频产业发展行动计划(2018—2020年)的通知',广州市人民政府办公厅,2018-12-29,现行有效,地方政府规章及文件
'广州市人民政府办公厅关于加快文化产业创新发展的实施意见',广州市人民政府办公厅,2018-12-26,现行有效,地方政府规章及文件
'广东省市场监督管理局关于印发《广东省市场监督管理局关于省级产业计量测试中心的验收考核细则(试行)》的通知',广东省市场监督管理局,2018-12-06,现行有效,地方政府规章及文件
'关于印发《2019-2020年全省现代农业产业园建设工作方案》的通知',广东省农业农村厅,2018-11-29,现行有效,地方政府规章及文件
'揭阳市人民政府关于印发揭阳市加快新能源汽车产业创新发展工作方案的通知',揭阳市人民政府,2018-11-06,现行有效,地方政府规章及文件
'广东省住房和城乡建设厅关于印发装配式建筑产业基地管理暂行办法的通知',广东省住房和城乡建设厅,2018-10-26,现行有效,地方政府规章及文件
'关于印发《广东省现代农业产业园绩效评价办法》(试行)的通知',广东省农业农村厅,2018-10-18,现行有效,地方政府规章及文件
'关于印发《广东省现代农业产业园建设指引》(试行)的通知',广东省农业农村厅,2018-10-18,现行有效,地方政府规章及文件
'关于印发《广东省现代农业产业园财政资金管理规定》(试行)的通知',广东省农业农村厅,2018-10-18,现行有效,地方政府规章及文件
'东莞市人民政府办公室关于印发《东莞市旅游产业发展专项资金管理办法》的通知',东莞市人民政府办公室,2018-09-27,现行有效,地方政府规章及文件
'广州市人民政府办公厅关于印发广州市扶持电影产业发展暂行规定的通知',广州市人民政府办公厅,2018-09-13,现行有效,地方政府规章及文件
'东莞市人民政府关于印发东莞市新型产业用地(M0)管理暂行办法的通知',东莞市人民政府,2018-09-11,现行有效,地方政府规章及文件
'深圳市人民政府关于农村城市化历史遗留产业类和公共配套类违法建筑的处理办法',深圳市人民政府,2018-09-04,现行有效,地方政府规章及文件
'韶关市人民政府关于加快发展体育产业促进体育消费的实施意见',韶关市人民政府,2018-08-28,现行有效,地方政府规章及文件
'广州市人民政府关于加快工业和信息化产业发展的扶持意见',广州市人民政府,2018-08-28,现行有效,地方政府规章及文件
'广东省住房和城乡建设厅关于转发《广东省人民政府关于加快新能源汽车产业创新发展的意见》的通知',广东省住房和城乡建设厅,2018-08-13,现行有效,地方政府规章及文件
'韶关市人民政府办公室关于印发韶关市推进现代农业产业发展优惠政策的通知',韶关市人民政府办公室,2018-07-25,现行有效,地方政府规章及文件
'清远市人民政府办公室关于印发2018年清远市创建现代农业产业园工作方案的通知',清远市人民政府办公室,2018-07-12,现行有效,地方政府规章及文件
'深圳市前海深港现代服务业合作区管理局关于印发《深圳前海深港现代服务业合作区产业投资引导基金管理办法》的通知',深圳市前海深港现代服务业合作区管理局,2018-07-06,现行有效,地方政府规章及文件
