'中共重庆市涪陵区房地产业管理局党组关于认真开展“三抓三比”活动有关工作的通知',中共重庆市涪陵区房地产业管理局党组,2014-03-05,现行有效,团体规定
'中共重庆市涪陵区房地产业管理局党组关于2012年党风廉政建设工作意见的通知',中共重庆市涪陵区房地产业管理局党组,2012-05-09,现行有效,团体规定
'关于加快蔬菜产业发展的意见',中共重庆市梁平县委,2007-10-18,现行有效,团体规定
'关于加快梁平县烟花爆竹产业发展的实施意见',中共重庆市梁平县委办公室,2006-09-13,现行有效,团体规定
'重庆市人民政府办公厅关于印发重庆市推进建筑产业现代化促进建筑业高质量发展若干政策措施的通知',重庆市人民政府办公厅,2020-09-02,现行有效,地方政府规章及文件
'重庆市人民政府关于向重庆高新技术产业开发区下放一批市级行政权力事项的决定',重庆市人民政府,2020-07-08,现行有效,地方政府规章及文件
'重庆市人民政府关于印发重庆市促进大健康产业高质量发展行动计划(2020—2025年)的通知',重庆市人民政府,2020-04-24,现行有效,地方政府规章及文件
'重庆市农业农村委员会关于印发《重庆市现代农业产业园建设管理办法(试行)》的通知',重庆市农业农村委员会,2020-03-24,现行有效,地方政府规章及文件
'重庆市农业农村委员会、重庆市扶贫开发办公室、重庆市林业局转发《关于加强产业扶贫风险防范的指导意见》的通知',重庆市农业农村委员会;重庆市扶贫开发办公室;重庆市林业局,2019-12-30,现行有效,地方政府规章及文件
'重庆市经济和信息化委员会关于印发重庆市软件产业园认定管理办法(暂行)的通知',重庆市经济和信息化委员会,2019-12-17,现行有效,地方政府规章及文件
'重庆市体育局关于加快发展体育竞赛表演产业的实施意见',重庆市体育局,2019-10-21,现行有效,地方政府规章及文件
'重庆市农业农村委员会关于印发全市乡村特色产业发展实施方案的通知',重庆市农业农村委员会,2019-09-20,现行有效,地方政府规章及文件
'关于印发《重庆市体育产业发展专项资金管理办法》的通知',重庆市体育局;重庆市财政局,2019-08-20,现行有效,地方政府规章及文件
'重庆市发展和改革委员会关于印发重庆市汽车产业投资项目备案服务指南的通知',重庆市发展和改革委员会,2019-07-30,现行有效,地方政府规章及文件
'重庆市人民政府关于加快电子商务产业发展的意见',重庆市人民政府,2019-06-28,现行有效,地方政府规章及文件
'重庆市人民政府办公厅关于印发重庆市加快生物医药产业发展若干政策的通知',重庆市人民政府办公厅,2019-05-10,现行有效,地方政府规章及文件
'重庆市人民政府办公厅关于加快生物医药产业发展的指导意见',重庆市人民政府办公厅,2019-04-30,现行有效,地方政府规章及文件
'重庆市人民政府办公厅关于印发重庆市加快新能源和智能网联汽车产业发展若干政策措施(2018—2022年)的通知',重庆市人民政府办公厅,2018-12-14,现行有效,地方政府规章及文件
'重庆市人民政府办公厅关于加快汽车产业转型升级的指导意见',重庆市人民政府办公厅,2018-12-13,现行有效,地方政府规章及文件
'重庆市体育局关于印发《重庆市体育产业加快发展行动计划(2018-2022年)》的通知',重庆市体育局,2018-10-08,现行有效,地方政府规章及文件
'重庆市体育局关于印发《重庆市体育产业基地管理办法(试行)》的通知',重庆市体育局,2018-06-20,现行有效,地方政府规章及文件
'重庆市人民政府办公厅关于大力发展粮食产业经济的实施意见',重庆市人民政府办公厅,2018-02-24,现行有效,地方政府规章及文件
'重庆市发展和改革委员会关于开展建设国家产业创新中心工作的通知',重庆市发展和改革委员会,2018-02-06,现行有效,地方政府规章及文件
